# CW-ODMR camera-only acquisition
# exposure_s = 0.05
# n_frames_per_point = 100
# ROI: x=1160, y=1016, half=1
# columns: freq_MHz  mean_intensity  std_intensity  n_frames
 2870.0000     1830.5989     15.4119    100
 2870.0000     1798.0800     25.8905    100
 2871.0000     1795.7700     27.0816    100
 2872.0000     1800.3700     29.8649    100
 2873.0000     1802.2000     28.0123    100
